customer_id,age,gender,income_bracket,tenure_months,card_type
C101621,64,M,Low,25,Gold
C101622,41,F,Mid,21,Green
C101623,28,M,Affluent,138,Platinum
C101624,35,F,Low,171,Gold
C101625,30,M,High,15,Green
C101626,21,M,Mid,48,Green
C101627,46,M,Mid,86,Green
C101628,38,M,Low,149,Platinum
C101629,45,F,Mid,116,Gold
C101630,38,F,High,50,Green
C101631,39,M,Mid,151,Green
C101632,21,F,High,141,Platinum
C101633,47,F,High,69,Platinum
C101634,26,M,Affluent,4,Gold
C101635,28,F,Mid,78,Gold
C101636,32,F,Mid,9,Platinum
C101637,21,M,Low,121,Gold
C101638,31,M,Affluent,115,Gold
C101639,30,M,Affluent,163,Green
C101640,33,M,Mid,101,Platinum
C101641,21,M,High,149,Green
C101642,48,F,Mid,146,Green
C101643,42,F,Mid,97,Platinum
C101644,28,M,Low,81,Gold
C101645,31,M,High,43,Platinum
C101646,47,F,Low,95,Gold
C101647,35,M,High,6,Platinum
C101648,24,F,High,67,Green
C101649,37,F,High,140,Gold
C101650,26,F,Low,100,Green
C101651,30,F,Mid,12,Green
C101652,37,M,Mid,66,Green
C101653,49,M,Mid,2,Gold
C101654,60,F,Low,143,Green
C101655,52,F,Affluent,151,Gold
C101656,37,M,Mid,157,Green
C101657,62,M,Mid,81,Green
C101658,44,F,Mid,135,Gold
C101659,27,M,Mid,156,Centurion
C101660,39,M,Mid,142,Green
C101661,30,F,Mid,172,Gold
C101662,24,M,Affluent,158,Centurion
C101663,25,M,Mid,160,Gold
C101664,36,F,Affluent,70,Gold
C101665,46,F,High,115,Green
C101666,49,M,Mid,88,Gold
C101667,24,M,Affluent,6,Green
C101668,34,F,Low,27,Gold
C101669,43,M,High,82,Platinum
C101670,39,M,Mid,88,Gold
C101671,45,M,High,120,Green
C101672,33,F,High,24,Platinum
C101673,52,F,High,102,Gold
C101674,37,F,High,34,Platinum
C101675,46,F,Mid,168,Gold
C101676,33,F,Low,47,Green
C101677,38,M,Mid,24,Gold
C101678,21,F,Low,65,Gold
C101679,28,F,High,18,Green
C101680,35,F,Mid,44,Gold
C101681,39,M,Affluent,76,Gold
C101682,67,F,Mid,57,Gold
C101683,33,F,High,107,Green
C101684,22,M,Low,156,Gold
C101685,56,F,High,124,Green
C101686,49,F,Affluent,151,Gold
C101687,25,F,Mid,162,Green
C101688,43,M,Mid,139,Green
C101689,47,M,High,163,Green
C101690,39,F,Low,116,Green
C101691,41,F,Mid,93,Gold
C101692,31,F,Mid,42,Centurion
C101693,43,F,Low,28,Gold
C101694,32,M,Mid,123,Gold
C101695,21,F,Low,24,Platinum
C101696,40,F,Low,136,Platinum
C101697,21,F,Low,106,Platinum
C101698,49,F,Affluent,118,Green
C101699,25,F,Mid,53,Gold
C101700,21,F,Affluent,132,Platinum
C101701,21,M,Mid,100,Platinum
C101702,37,M,Mid,5,Gold
C101703,40,M,Mid,49,Green
C101704,22,M,Mid,98,Centurion
C101705,26,M,Low,30,Gold
C101706,37,F,Mid,72,Green
C101707,48,F,Mid,103,Green
C101708,24,F,Mid,63,Gold
C101709,42,M,High,175,Green
C101710,21,F,Low,26,Green
C101711,41,F,Low,37,Centurion
C101712,46,F,High,7,Green
C101713,43,F,Mid,127,Gold
C101714,48,F,Low,168,Platinum
C101715,48,M,Affluent,92,Gold
C101716,58,F,Low,167,Green
C101717,39,F,High,103,Gold
C101718,58,M,Affluent,53,Green
C101719,27,F,Mid,132,Green
C101720,35,M,Low,108,Gold
C101721,36,M,Low,112,Platinum
C101722,26,F,Mid,153,Gold
C101723,21,M,Low,7,Green
C101724,47,F,High,156,Gold
C101725,27,F,Low,67,Green
C101726,33,F,Mid,108,Gold
C101727,55,M,Affluent,111,Green
C101728,44,F,High,148,Platinum
C101729,57,F,Mid,83,Green
C101730,39,F,Mid,124,Green
C101731,44,F,Mid,139,Gold
C101732,35,M,Mid,104,Green
C101733,28,F,Mid,67,Gold
C101734,44,F,Low,7,Platinum
C101735,33,M,High,151,Green
C101736,45,M,Mid,110,Green
C101737,31,F,Low,34,Centurion
C101738,36,M,Mid,106,Gold
C101739,36,F,Mid,147,Centurion
C101740,49,M,High,58,Green
C101741,33,F,High,9,Green
C101742,51,F,High,48,Green
C101743,28,F,Low,115,Green
C101744,40,F,Mid,41,Gold
C101745,30,F,Mid,48,Green
C101746,50,F,Low,173,Gold
C101747,28,F,Mid,25,Green
C101748,30,F,High,116,Platinum
C101749,24,M,Low,78,Green
C101750,39,F,Mid,108,Green
C101751,44,M,Mid,25,Gold
C101752,43,F,Low,147,Green
C101753,36,M,Mid,39,Gold
C101754,30,M,Affluent,119,Gold
C101755,34,M,High,79,Platinum
C101756,35,M,Affluent,80,Gold
C101757,40,M,Mid,27,Gold
C101758,40,F,Low,104,Centurion
C101759,57,F,Mid,74,Centurion
C101760,38,M,Mid,68,Gold
C101761,41,M,High,147,Gold
C101762,38,F,Low,28,Gold
C101763,34,M,Mid,123,Green
C101764,41,F,Low,161,Centurion
C101765,33,M,Mid,138,Gold
C101766,37,F,High,83,Green
C101767,50,M,Mid,30,Green
C101768,32,M,Mid,22,Green
C101769,42,F,Mid,3,Green
C101770,21,M,Mid,101,Green
C101771,35,F,High,105,Gold
C101772,32,F,High,176,Green
C101773,39,F,Affluent,2,Gold
C101774,35,F,High,54,Green
C101775,39,M,Mid,6,Green
C101776,33,F,High,107,Gold
C101777,42,M,Mid,168,Platinum
C101778,21,F,Mid,123,Gold
C101779,39,F,High,2,Gold
C101780,27,M,Low,111,Gold
C101781,50,M,Affluent,2,Green
C101782,27,F,Mid,93,Green
C101783,48,F,Mid,101,Green
C101784,37,F,High,97,Gold
C101785,21,F,High,111,Gold
C101786,28,M,Mid,6,Gold
C101787,47,F,Mid,127,Green
C101788,46,F,Low,104,Platinum
C101789,23,M,Mid,147,Green
C101790,55,M,Low,155,Green
C101791,37,F,High,1,Green
C101792,47,F,Mid,33,Gold
C101793,24,M,High,40,Green
C101794,32,F,Low,32,Gold
C101795,42,F,Low,17,Platinum
C101796,34,F,High,126,Green
C101797,21,M,Low,8,Gold
C101798,35,F,Low,57,Green
C101799,21,M,Low,42,Green
C101800,26,F,Affluent,98,Green
C101801,22,M,High,137,Centurion
C101802,50,F,Mid,120,Gold
C101803,53,M,Mid,87,Platinum
C101804,41,F,Mid,163,Green
C101805,35,M,High,54,Platinum
C101806,38,M,High,84,Platinum
C101807,50,M,Low,25,Gold
C101808,21,M,Low,67,Platinum
C101809,26,F,Low,174,Green
C101810,49,M,High,152,Gold
C101811,51,M,High,46,Gold
C101812,44,M,Mid,22,Gold
C101813,26,M,Low,139,Platinum
C101814,48,M,Low,176,Green
C101815,52,M,Affluent,8,Green
C101816,45,F,Mid,39,Green
C101817,21,M,High,163,Platinum
C101818,39,F,Mid,49,Platinum
C101819,44,M,Mid,46,Gold
C101820,32,M,Mid,38,Gold
C101821,40,F,Low,136,Gold
C101822,32,F,Mid,54,Gold
C101823,28,M,High,165,Green
C101824,54,M,Mid,92,Gold
C101825,40,M,Mid,40,Gold
C101826,25,F,Low,34,Gold
C101827,22,F,Affluent,96,Green
C101828,28,F,High,79,Platinum
C101829,28,M,Mid,127,Platinum
C101830,39,F,Affluent,17,Gold
C101831,43,F,Mid,161,Gold
C101832,43,F,Mid,175,Gold
C101833,29,F,High,110,Gold
C101834,48,F,High,52,Green
C101835,51,F,High,118,Platinum
C101836,35,F,Low,9,Gold
C101837,26,M,Mid,33,Gold
C101838,39,F,Affluent,113,Gold
C101839,61,F,Mid,149,Gold
C101840,26,M,Mid,85,Platinum
C101841,32,M,Mid,10,Gold
C101842,38,M,Mid,6,Platinum
C101843,43,M,Mid,115,Gold
C101844,21,F,Affluent,121,Centurion
C101845,52,M,Mid,141,Platinum
C101846,52,F,Low,65,Green
C101847,33,M,Low,20,Platinum
C101848,67,M,High,57,Gold
C101849,51,F,Mid,46,Centurion
C101850,50,F,Mid,136,Gold
C101851,51,M,High,10,Green
C101852,50,F,High,113,Green
C101853,37,M,High,139,Gold
C101854,36,M,Affluent,12,Platinum
C101855,27,F,Mid,138,Gold
C101856,31,M,High,153,Green
C101857,34,F,Mid,177,Gold
C101858,38,F,High,177,Gold
C101859,55,M,High,11,Green
C101860,21,F,High,118,Green
C101861,52,M,High,164,Green
C101862,26,F,Low,39,Green
C101863,36,M,Mid,53,Green
C101864,30,F,Affluent,56,Green
C101865,58,F,Affluent,104,Platinum
C101866,32,M,Low,129,Green
C101867,43,F,Low,56,Green
C101868,44,F,Low,118,Green
C101869,25,F,High,132,Gold
C101870,36,F,High,30,Gold
C101871,51,M,Mid,12,Green
C101872,28,M,Mid,35,Gold
C101873,47,M,High,77,Gold
C101874,34,M,High,180,Green
C101875,50,M,Mid,159,Gold
C101876,57,M,Mid,102,Gold
C101877,21,M,Mid,87,Green
C101878,23,F,Mid,52,Gold
C101879,33,M,Mid,80,Platinum
C101880,54,M,High,135,Gold
C101881,43,M,High,22,Green
C101882,24,F,Mid,75,Platinum
C101883,45,F,High,58,Gold
C101884,27,M,Low,93,Green
C101885,47,F,Mid,103,Gold
C101886,43,F,Low,140,Gold
C101887,27,F,Mid,7,Platinum
C101888,37,F,High,128,Green
C101889,51,M,Affluent,55,Green
C101890,21,M,Low,106,Gold
C101891,41,M,Mid,62,Platinum
C101892,25,F,High,90,Green
C101893,37,M,Mid,98,Platinum
C101894,43,F,Mid,77,Gold
C101895,60,M,High,119,Platinum
C101896,37,M,Mid,36,Gold
C101897,54,F,Low,89,Green
C101898,28,F,Mid,152,Gold
C101899,32,F,High,172,Platinum
C101900,44,M,Mid,145,Green
C101901,40,F,Low,130,Gold
C101902,34,M,High,141,Green
C101903,34,F,Low,159,Green
C101904,52,M,High,93,Platinum
C101905,34,F,Mid,114,Green
C101906,26,F,Affluent,28,Platinum
C101907,28,F,Mid,155,Gold
C101908,45,F,Mid,143,Centurion
C101909,62,F,Low,33,Green
C101910,32,F,Mid,20,Green
C101911,61,F,High,170,Green
C101912,37,M,Affluent,140,Platinum
C101913,34,M,Mid,101,Gold
C101914,27,F,Mid,23,Green
C101915,35,F,High,112,Platinum
C101916,29,M,High,14,Platinum
C101917,28,M,Mid,91,Platinum
C101918,21,M,Mid,153,Green
C101919,57,F,Mid,77,Green
C101920,49,M,High,85,Gold
C101921,40,M,Low,109,Gold
C101922,36,M,Mid,31,Green
C101923,37,M,Mid,122,Green
C101924,29,F,High,107,Centurion
C101925,25,F,Low,54,Green
C101926,45,M,Mid,133,Gold
C101927,35,M,Mid,141,Gold
C101928,41,F,Mid,156,Gold
C101929,21,F,Low,43,Gold
C101930,34,M,Mid,89,Gold
C101931,25,M,Mid,115,Green
C101932,43,F,Mid,99,Platinum
C101933,48,F,Mid,47,Green
C101934,54,F,High,71,Platinum
C101935,31,M,High,166,Gold
C101936,25,F,Mid,67,Gold
C101937,33,F,High,62,Green
C101938,30,F,Mid,109,Green
C101939,42,F,Low,167,Gold
C101940,22,M,Low,37,Green
C101941,21,F,Mid,119,Centurion
C101942,34,M,High,86,Centurion
C101943,45,F,High,126,Green
C101944,26,F,High,136,Green
C101945,47,F,Mid,52,Gold
C101946,42,M,Mid,91,Centurion
C101947,55,M,Low,33,Gold
C101948,29,M,Mid,81,Green
C101949,21,M,Mid,42,Gold
C101950,44,M,Low,112,Green
C101951,41,F,Mid,126,Green
C101952,40,M,Mid,155,Green
C101953,26,F,High,136,Gold
C101954,46,F,Affluent,151,Green
C101955,31,F,Affluent,106,Gold
C101956,40,F,Mid,125,Platinum
C101957,32,M,Mid,113,Gold
C101958,41,M,Mid,64,Gold
C101959,24,M,High,123,Green
C101960,43,F,Low,114,Gold
C101961,45,F,Mid,20,Green
C101962,39,F,High,16,Gold
C101963,56,F,Mid,145,Green
C101964,40,F,Mid,19,Green
C101965,48,F,Mid,120,Green
C101966,39,F,Low,136,Green
C101967,47,M,Mid,166,Gold
C101968,21,M,Mid,38,Gold
C101969,38,M,Low,93,Green
C101970,25,F,Low,105,Gold
C101971,39,F,High,100,Gold
C101972,42,M,Mid,90,Gold
C101973,46,F,Mid,159,Platinum
C101974,43,M,Mid,44,Green
C101975,34,F,Affluent,76,Green
C101976,29,M,Mid,145,Gold
C101977,21,M,Mid,79,Platinum
C101978,38,M,High,73,Gold
C101979,50,M,High,167,Platinum
C101980,39,M,Low,170,Platinum
C101981,37,F,High,176,Gold
C101982,39,M,Mid,140,Gold
C101983,33,F,Mid,96,Gold
C101984,40,M,Low,89,Gold
C101985,33,M,Low,103,Gold
C101986,28,F,High,146,Gold
C101987,37,M,Mid,6,Gold
C101988,36,F,Mid,122,Green
C101989,58,M,High,171,Platinum
C101990,29,M,High,116,Gold
C101991,36,M,Low,163,Centurion
C101992,35,M,Mid,62,Gold
C101993,33,M,Low,144,Green
C101994,43,F,High,136,Green
C101995,62,F,High,89,Platinum
C101996,34,M,Affluent,96,Green
C101997,43,F,Low,126,Platinum
C101998,21,M,Low,90,Green
C101999,33,F,Mid,86,Platinum
C102000,55,F,Mid,159,Platinum
C102001,37,M,Mid,138,Platinum
C102002,43,F,Affluent,121,Green
C102003,31,M,Mid,76,Gold
C102004,40,M,Mid,92,Green
C102005,55,F,High,70,Green
C102006,25,F,Mid,148,Green
C102007,62,F,High,133,Gold
C102008,21,M,Low,23,Green
C102009,32,F,Mid,137,Platinum
C102010,28,M,Low,58,Green
C102011,35,M,Low,46,Green
C102012,28,F,Affluent,22,Green
C102013,27,M,Low,8,Platinum
C102014,24,M,Mid,123,Green
C102015,45,F,Mid,20,Platinum
C102016,35,M,Mid,179,Gold
C102017,32,F,High,78,Platinum
C102018,41,M,Low,39,Green
C102019,21,F,High,37,Gold
C102020,41,M,Affluent,178,Gold
C102021,36,F,Mid,162,Platinum
C102022,37,F,Affluent,75,Gold
C102023,43,F,Low,118,Platinum
C102024,56,M,Mid,104,Green
C102025,41,M,Mid,161,Gold
C102026,35,F,High,31,Green
C102027,24,M,Affluent,123,Green
C102028,21,F,Mid,54,Green
C102029,39,M,High,172,Platinum
C102030,24,M,Low,34,Centurion
C102031,21,M,Mid,122,Green
C102032,34,M,Mid,113,Platinum
C102033,40,F,Affluent,62,Gold
C102034,46,M,Mid,23,Gold
C102035,49,F,Mid,46,Green
C102036,47,M,Low,56,Gold
C102037,47,M,Low,135,Green
C102038,21,M,Mid,118,Green
C102039,36,M,Mid,131,Gold
C102040,44,F,High,166,Platinum
C102041,38,F,Mid,162,Gold
C102042,36,F,Mid,113,Platinum
C102043,38,F,Low,44,Platinum
C102044,40,F,High,128,Green
C102045,37,F,High,108,Green
C102046,28,F,Low,158,Gold
C102047,21,F,High,17,Platinum
C102048,35,F,Mid,59,Centurion
C102049,38,F,Low,138,Platinum
C102050,38,F,Mid,99,Gold
C102051,48,F,Mid,84,Platinum
C102052,50,F,Low,146,Green
C102053,36,F,Affluent,45,Green
C102054,36,M,High,108,Gold
C102055,44,F,High,62,Platinum
C102056,42,M,Mid,59,Centurion
C102057,33,F,Mid,177,Green
C102058,45,M,High,160,Platinum
C102059,36,M,Mid,138,Platinum
C102060,36,F,Low,11,Gold
C102061,42,F,Mid,102,Green
C102062,34,M,High,70,Gold
C102063,39,M,Mid,123,Gold
C102064,41,F,Low,175,Gold
C102065,46,M,High,34,Gold
C102066,46,M,Mid,101,Platinum
C102067,40,F,Mid,145,Green
C102068,21,F,Low,104,Green
C102069,40,F,Mid,40,Gold
C102070,42,F,High,19,Green
C102071,44,F,Mid,67,Centurion
C102072,27,F,Mid,82,Green
C102073,21,F,High,64,Gold
C102074,46,M,High,83,Platinum
C102075,24,M,High,47,Green
C102076,51,F,Mid,6,Platinum
C102077,31,F,Mid,16,Gold
C102078,26,M,Affluent,146,Green
C102079,41,F,High,180,Platinum
C102080,44,F,Low,176,Green
C102081,44,M,Low,171,Gold
C102082,43,F,Mid,39,Green
C102083,30,F,Affluent,177,Green
C102084,21,M,Mid,113,Platinum
C102085,33,F,Mid,140,Platinum
C102086,25,M,Low,138,Green
C102087,42,F,High,71,Gold
C102088,47,F,High,110,Platinum
C102089,39,F,Mid,55,Platinum
C102090,37,M,High,129,Gold
C102091,34,M,Affluent,49,Platinum
C102092,48,F,Mid,164,Gold
C102093,21,M,Mid,21,Gold
C102094,24,M,Mid,37,Centurion
C102095,58,M,High,116,Green
C102096,24,F,Mid,24,Green
C102097,43,F,Mid,55,Green
C102098,46,F,High,25,Green
C102099,21,M,Mid,135,Green
C102100,21,M,Affluent,127,Gold
C102101,51,F,Mid,93,Gold
C102102,27,F,Low,94,Green
C102103,27,M,High,71,Green
C102104,32,M,High,122,Green
C102105,27,M,Mid,24,Gold
C102106,43,F,High,11,Gold
C102107,24,M,Affluent,73,Green
C102108,21,F,Mid,12,Centurion
C102109,50,M,Affluent,35,Gold
C102110,25,M,Low,141,Platinum
C102111,29,M,Mid,23,Green
C102112,47,M,Low,83,Platinum
C102113,38,F,High,167,Gold
C102114,50,F,High,88,Platinum
C102115,47,M,Low,80,Gold
C102116,33,F,Mid,97,Centurion
C102117,49,F,Mid,140,Gold
C102118,39,M,Low,34,Platinum
C102119,31,M,High,75,Platinum
C102120,41,M,High,159,Gold
C102121,23,M,Mid,128,Gold
C102122,47,M,Affluent,141,Green
C102123,45,M,Mid,31,Platinum
C102124,39,M,Affluent,130,Gold
C102125,21,F,High,103,Gold
C102126,50,M,Mid,15,Green
C102127,42,M,Low,57,Gold
C102128,37,F,High,75,Gold
C102129,36,M,Mid,34,Gold
C102130,32,M,Low,103,Gold
C102131,34,M,Low,75,Green
C102132,46,F,Mid,29,Green
C102133,32,M,Mid,16,Gold
C102134,34,F,High,167,Green
C102135,36,F,High,77,Gold
C102136,36,F,Low,37,Gold
C102137,31,F,High,81,Centurion
C102138,36,M,Low,149,Green
C102139,41,M,High,172,Green
C102140,28,M,High,124,Gold
C102141,36,M,Mid,19,Gold
C102142,59,F,High,102,Green
C102143,37,F,Mid,136,Platinum
C102144,27,M,Mid,77,Gold
C102145,26,F,High,41,Green
C102146,24,F,Mid,61,Green
C102147,55,F,Mid,26,Platinum
C102148,49,F,Mid,71,Green
C102149,23,M,High,103,Green
C102150,40,M,Mid,70,Green
C102151,51,M,Low,107,Gold
C102152,37,M,High,157,Platinum
C102153,32,M,High,107,Green
C102154,62,F,Low,103,Green
C102155,21,F,Mid,19,Green
C102156,66,F,Low,68,Gold
C102157,38,F,Mid,70,Green
C102158,52,M,Mid,113,Platinum
C102159,24,M,High,57,Green
C102160,30,F,High,165,Green
C102161,26,M,Mid,61,Green
C102162,36,F,Mid,92,Platinum
C102163,41,M,High,30,Gold
C102164,49,F,Mid,153,Centurion
C102165,21,F,Affluent,127,Green
C102166,39,F,Mid,115,Green
C102167,47,M,Low,6,Gold
C102168,49,M,High,18,Gold
C102169,33,F,Mid,10,Gold
C102170,33,M,High,92,Green
C102171,36,F,Low,139,Green
C102172,40,F,Low,77,Green
C102173,52,M,High,101,Gold
C102174,24,M,Mid,84,Gold
C102175,29,F,High,52,Platinum
C102176,23,M,Mid,31,Green
C102177,42,M,Mid,145,Platinum
C102178,50,M,High,110,Gold
C102179,22,M,Mid,93,Green
C102180,38,M,Mid,164,Centurion
C102181,49,M,Mid,154,Gold
C102182,46,F,Low,53,Gold
C102183,46,F,Mid,145,Gold
C102184,24,F,High,86,Green
C102185,46,M,Affluent,153,Gold
C102186,35,F,High,2,Platinum
C102187,49,F,High,86,Green
C102188,42,M,High,133,Gold
C102189,29,M,High,4,Platinum
C102190,41,M,Mid,164,Green
C102191,47,M,Affluent,6,Green
C102192,32,F,High,149,Green
C102193,39,M,Mid,118,Gold
C102194,23,F,Low,89,Platinum
C102195,44,M,Mid,154,Gold
C102196,37,F,Mid,167,Green
C102197,48,M,High,161,Gold
C102198,43,M,Mid,14,Platinum
C102199,33,F,Mid,56,Green
C102200,28,F,Affluent,81,Platinum
C102201,26,F,Low,149,Platinum
C102202,32,F,Mid,46,Green
C102203,47,M,Low,144,Green
C102204,21,M,High,16,Gold
C102205,26,F,Affluent,120,Gold
C102206,47,F,Mid,84,Platinum
C102207,52,M,High,157,Gold
C102208,27,F,Mid,8,Green
C102209,26,F,Affluent,88,Green
C102210,53,F,High,131,Platinum
C102211,36,M,High,19,Green
C102212,28,M,Low,97,Gold
C102213,49,M,Affluent,66,Green
C102214,43,M,High,79,Green
C102215,46,M,Mid,86,Green
C102216,28,M,High,124,Green
C102217,42,M,Mid,150,Gold
C102218,51,M,High,46,Green
C102219,45,M,Low,113,Platinum
C102220,48,M,High,91,Gold
C102221,53,M,Mid,141,Gold
C102222,42,M,Low,33,Gold
C102223,31,M,Mid,133,Gold
C102224,47,F,Low,77,Green
C102225,25,F,Mid,155,Centurion
C102226,35,M,Mid,121,Gold
C102227,44,F,Mid,128,Green
C102228,21,M,Mid,78,Gold
C102229,40,F,Mid,152,Gold
C102230,41,M,High,67,Green
C102231,25,F,Low,115,Platinum
C102232,41,M,Affluent,63,Green
C102233,40,M,High,113,Gold
C102234,38,M,High,94,Centurion
C102235,51,F,Mid,48,Green
C102236,47,M,High,12,Green
C102237,45,M,Low,156,Green
C102238,26,M,Low,172,Green
C102239,37,F,Mid,171,Green
C102240,51,M,High,145,Platinum
C102241,35,F,Low,40,Platinum
C102242,55,M,Mid,177,Gold
C102243,45,F,Affluent,85,Green
C102244,56,M,High,57,Platinum
C102245,26,M,Mid,87,Gold
C102246,36,F,Low,84,Green
C102247,37,F,High,121,Gold
C102248,44,F,Mid,74,Green
C102249,29,F,Low,107,Platinum
C102250,21,M,Low,124,Gold
C102251,42,F,Affluent,100,Gold
C102252,33,F,High,43,Gold
C102253,32,M,High,119,Gold
C102254,30,M,High,23,Green
C102255,39,M,Mid,155,Gold
C102256,26,M,Mid,37,Platinum
C102257,35,M,Mid,134,Green
C102258,28,F,Mid,65,Centurion
C102259,31,F,Mid,134,Gold
C102260,41,F,High,178,Green
C102261,45,M,Mid,22,Gold
C102262,34,M,High,105,Platinum
C102263,48,F,Mid,88,Gold
C102264,27,F,Mid,153,Gold
C102265,21,F,Mid,125,Gold
C102266,23,F,Mid,79,Gold
C102267,26,M,High,90,Green
C102268,23,M,Mid,51,Green
C102269,60,M,Mid,176,Green
C102270,21,M,Low,102,Green
C102271,48,M,Mid,106,Green
C102272,37,F,Mid,60,Gold
C102273,40,F,High,46,Gold
C102274,28,F,Affluent,36,Green
C102275,41,F,Mid,166,Green
C102276,27,F,High,11,Green
C102277,48,F,Mid,12,Green
C102278,49,F,Mid,170,Green
C102279,36,M,Low,39,Gold
C102280,37,M,Mid,139,Green
C102281,42,M,Mid,36,Gold
C102282,42,M,Mid,52,Gold
C102283,49,F,Low,31,Green
C102284,48,M,Low,33,Green
C102285,37,M,Mid,141,Green
C102286,32,M,Affluent,146,Green
C102287,46,M,Mid,169,Green
C102288,36,M,Mid,58,Platinum
C102289,39,M,Low,152,Green
C102290,43,M,Mid,128,Centurion
C102291,48,M,Mid,31,Green
C102292,40,M,Mid,55,Platinum
C102293,31,M,Mid,10,Gold
C102294,57,F,Low,130,Green
C102295,54,M,Low,15,Green
C102296,26,M,Mid,3,Gold
C102297,27,F,Low,43,Platinum
C102298,29,M,Low,159,Green
C102299,47,M,Mid,67,Green
C102300,58,F,High,56,Green
C102301,32,F,Mid,63,Green
C102302,39,M,Mid,15,Platinum
C102303,29,F,Mid,109,Gold
C102304,56,F,Affluent,116,Green
C102305,47,M,Mid,92,Green
C102306,28,F,Low,138,Green
C102307,21,F,Mid,166,Platinum
C102308,49,M,Low,47,Platinum
C102309,31,F,Mid,57,Green
C102310,47,M,Mid,50,Gold
C102311,41,F,High,71,Platinum
C102312,21,F,Mid,143,Green
C102313,29,M,High,146,Green
C102314,34,F,Affluent,82,Green
C102315,30,F,Low,116,Green
C102316,39,F,Mid,105,Green
C102317,42,M,Mid,88,Centurion
C102318,57,M,Mid,2,Gold
C102319,43,F,Mid,104,Green
C102320,54,M,Affluent,84,Green
C102321,32,M,High,43,Gold
C102322,50,F,Mid,154,Green
C102323,33,M,Mid,71,Green
C102324,27,M,High,166,Green
C102325,27,M,Affluent,94,Gold
C102326,21,M,High,42,Green
C102327,47,M,Low,133,Green
C102328,23,M,Mid,139,Gold
C102329,53,M,Low,65,Green
C102330,36,F,Mid,34,Centurion
C102331,21,M,Low,120,Gold
C102332,25,F,Mid,1,Green
C102333,40,M,High,130,Green
C102334,21,F,Low,148,Gold
C102335,44,F,Mid,61,Green
C102336,21,F,Mid,149,Platinum
C102337,29,F,Mid,88,Gold
C102338,40,M,Low,68,Gold
C102339,43,M,Mid,127,Centurion
C102340,46,F,High,140,Green
C102341,23,F,Low,22,Gold
C102342,34,F,Low,148,Gold
C102343,50,F,Mid,82,Platinum
C102344,34,M,Affluent,129,Gold
C102345,41,F,High,30,Gold
C102346,39,M,High,126,Green
C102347,52,F,Mid,97,Gold
C102348,32,M,Mid,24,Green
C102349,22,F,Low,14,Gold
C102350,27,F,Mid,36,Green
C102351,40,M,Affluent,24,Green
C102352,21,F,Mid,95,Platinum
C102353,32,F,High,55,Green
C102354,38,M,High,24,Green
C102355,29,M,Low,152,Green
C102356,41,M,Affluent,26,Green
C102357,45,M,Low,80,Gold
C102358,43,F,Mid,166,Green
C102359,21,M,Low,65,Green
C102360,38,M,Low,75,Green
C102361,39,F,Mid,179,Green
C102362,33,F,Mid,163,Green
C102363,41,F,Mid,43,Gold
C102364,41,F,Mid,29,Green
C102365,37,M,Low,165,Green
C102366,26,M,Low,81,Platinum
C102367,37,M,Mid,54,Platinum
C102368,58,F,Mid,39,Green
C102369,33,M,High,42,Green
C102370,49,M,High,156,Gold
C102371,38,F,High,29,Gold
C102372,29,M,High,171,Centurion
C102373,34,F,Mid,131,Green
C102374,37,F,High,138,Gold
C102375,45,M,Mid,142,Platinum
C102376,64,F,Mid,175,Gold
C102377,38,M,High,42,Green
C102378,24,F,Mid,94,Green
C102379,21,M,High,160,Green
C102380,33,F,High,32,Green
C102381,25,F,High,170,Platinum
C102382,44,M,Affluent,160,Green
C102383,44,F,Mid,26,Green
C102384,36,F,Mid,115,Platinum
C102385,45,F,Mid,129,Gold
C102386,38,F,Mid,56,Green
C102387,58,F,Mid,122,Green
C102388,44,M,High,106,Green
C102389,47,F,High,130,Green
C102390,22,F,Mid,81,Platinum
C102391,25,F,Low,158,Green
C102392,43,F,Mid,120,Gold
C102393,21,M,Low,52,Green
C102394,31,M,High,91,Platinum
C102395,50,M,Mid,137,Gold
C102396,30,F,Low,22,Platinum
C102397,24,M,Low,34,Green
C102398,45,F,Mid,110,Platinum
C102399,60,M,Mid,49,Platinum
C102400,29,M,Mid,129,Gold
C102401,51,M,Low,73,Green
C102402,27,M,Mid,84,Green
C102403,36,M,Mid,53,Green
C102404,37,F,High,100,Green
C102405,29,M,Mid,124,Gold
C102406,47,M,Mid,168,Gold
C102407,21,F,Mid,45,Gold
C102408,40,M,Affluent,137,Green
C102409,49,F,Mid,105,Green
C102410,46,F,High,150,Green
C102411,43,F,Low,146,Gold
C102412,55,F,Mid,106,Gold
C102413,35,M,Low,43,Green
C102414,21,M,Mid,167,Gold
C102415,39,M,Affluent,134,Gold
C102416,36,M,Mid,48,Platinum
C102417,21,M,Low,126,Green
C102418,25,F,Low,7,Gold
C102419,24,M,Mid,16,Green
C102420,29,F,Low,129,Green
C102421,34,F,Low,115,Gold
C102422,34,M,High,37,Gold
C102423,29,M,Mid,165,Green
C102424,24,M,Mid,125,Green
C102425,42,F,Affluent,81,Gold
C102426,39,M,Low,62,Green
C102427,39,F,Affluent,72,Gold
C102428,57,F,Mid,125,Platinum
C102429,39,F,High,161,Gold
C102430,33,M,Mid,66,Gold
C102431,36,F,High,30,Gold
C102432,39,M,Affluent,20,Platinum
C102433,44,M,Mid,82,Gold
