exposure_id,customer_id,channel_name,channel_type,category,impression_date,clicked,click_date,viewed,view_date,redeemed,redemption_date,redemption_value,cost
E1047763,C101547,Display Ad,Paid,Retail,2025-06-04,0,,0,,0,,0.0,0.008
E1047764,C103687,Social Media Ad,Paid,Retail,2024-05-01,0,,0,,0,,0.0,0.012
E1047765,C104321,Display Ad,Paid,Electronics,2025-05-22,0,,0,,0,,0.0,0.008
E1047766,C100678,Display Ad,Paid,Electronics,2024-02-25,0,,0,,0,,0.0,0.008
E1047767,C103711,Social Media Ad,Paid,Fuel,2024-10-21,0,,0,,0,,0.0,0.012
E1047768,C103423,In-App Banner,Owned,Entertainment,2024-02-29,0,,0,,0,,0.0,0.0015
E1047769,C102763,Social Media Ad,Paid,Health & Wellness,2025-07-03,0,,0,,0,,0.0,0.012
E1047770,C102476,Push Notification,Owned,Travel,2024-11-22,0,,0,,0,,0.0,0.001
E1047771,C100795,Display Ad,Paid,Electronics,2025-03-03,0,,0,,0,,0.0,0.008
E1047772,C100722,Push Notification,Owned,Retail,2024-03-22,0,,0,,0,,0.0,0.001
E1047773,C100469,Social Media Ad,Paid,Grocery,2024-01-11,0,,0,,0,,0.0,0.012
E1047774,C100522,Display Ad,Paid,Electronics,2025-04-17,0,,0,,0,,0.0,0.008
E1047775,C103355,Display Ad,Paid,Entertainment,2024-01-23,0,,0,,0,,0.0,0.008
E1047776,C100743,Push Notification,Owned,Health & Wellness,2024-12-11,0,,0,,0,,0.0,0.001
E1047777,C100019,Email,Owned,Retail,2024-11-04,0,,0,,0,,0.0,0.002
E1047778,C104903,Email,Owned,Electronics,2024-09-07,0,,0,,0,,0.0,0.002
E1047779,C103048,Push Notification,Owned,Travel,2024-03-10,0,,0,,0,,0.0,0.001
E1047780,C102123,Push Notification,Owned,Entertainment,2025-04-08,0,,0,,0,,0.0,0.001
E1047781,C102594,Social Media Ad,Paid,Grocery,2025-03-15,0,,0,,0,,0.0,0.012
E1047782,C102666,Email,Owned,Entertainment,2025-04-12,0,,0,,0,,0.0,0.002
E1047783,C101685,Push Notification,Owned,Health & Wellness,2024-06-04,0,,0,,0,,0.0,0.001
E1047784,C103345,Display Ad,Paid,Fuel,2024-08-02,0,,0,,0,,0.0,0.008
E1047785,C100594,Social Media Ad,Paid,Fuel,2025-03-22,0,,0,,0,,0.0,0.012
E1047786,C101480,Display Ad,Paid,Grocery,2024-02-07,0,,0,,0,,0.0,0.008
E1047787,C104425,Social Media Ad,Paid,Grocery,2024-08-20,0,,0,,0,,0.0,0.012
E1047788,C101563,Push Notification,Owned,Retail,2024-09-02,0,,0,,0,,0.0,0.001
E1047789,C100221,Push Notification,Owned,Electronics,2025-04-01,0,,0,,0,,0.0,0.001
E1047790,C101459,Display Ad,Paid,Dining,2024-09-09,0,,0,,0,,0.0,0.008
E1047791,C101023,Display Ad,Paid,Retail,2024-10-08,0,,0,,0,,0.0,0.008
E1047792,C104242,Social Media Ad,Paid,Electronics,2024-03-21,0,,0,,0,,0.0,0.012
E1047793,C101242,Social Media Ad,Paid,Travel,2024-06-10,0,,0,,0,,0.0,0.012
E1047794,C103939,Push Notification,Owned,Dining,2024-04-27,0,,0,,0,,0.0,0.001
E1047795,C104163,Social Media Ad,Paid,Travel,2025-02-23,0,,0,,0,,0.0,0.012
E1047796,C102352,Push Notification,Owned,Retail,2024-01-30,0,,0,,0,,0.0,0.001
E1047797,C104121,Display Ad,Paid,Electronics,2024-06-27,0,,0,,0,,0.0,0.008
E1047798,C101836,Social Media Ad,Paid,Fuel,2024-06-20,0,,0,,0,,0.0,0.012
E1047799,C100322,Display Ad,Paid,Fuel,2025-03-23,0,,0,,0,,0.0,0.008
E1047800,C102676,Social Media Ad,Paid,Entertainment,2024-09-12,0,,0,,0,,0.0,0.012
E1047801,C104588,Display Ad,Paid,Entertainment,2025-02-20,0,,0,,0,,0.0,0.008
E1047802,C104089,Social Media Ad,Paid,Health & Wellness,2024-08-10,0,,0,,0,,0.0,0.012
E1047803,C103779,Social Media Ad,Paid,Dining,2024-04-09,0,,0,,0,,0.0,0.012
E1047804,C103037,Email,Owned,Fuel,2024-07-20,0,,0,,0,,0.0,0.002
E1047805,C102076,Email,Owned,Retail,2025-03-28,1,2025-03-29,1,2025-03-29,0,,0.0,0.002
E1047806,C101930,Display Ad,Paid,Retail,2024-11-06,0,,0,,0,,0.0,0.008
E1047807,C101150,Display Ad,Paid,Fuel,2024-01-14,0,,0,,0,,0.0,0.008
E1047808,C103895,Display Ad,Paid,Dining,2024-07-05,0,,0,,0,,0.0,0.008
E1047809,C101259,Display Ad,Paid,Retail,2025-06-22,0,,0,,0,,0.0,0.008
E1047810,C101925,Push Notification,Owned,Retail,2025-01-27,0,,0,,0,,0.0,0.001
E1047811,C103340,Display Ad,Paid,Dining,2024-07-28,0,,0,,0,,0.0,0.008
E1047812,C101248,Display Ad,Paid,Retail,2025-01-22,0,,0,,0,,0.0,0.008
E1047813,C102094,Email,Owned,Entertainment,2025-05-13,0,,0,,0,,0.0,0.002
E1047814,C101479,Social Media Ad,Paid,Entertainment,2024-05-23,0,,0,,0,,0.0,0.012
E1047815,C101866,Display Ad,Paid,Grocery,2024-03-16,0,,0,,0,,0.0,0.008
E1047816,C103424,Push Notification,Owned,Electronics,2025-03-28,0,,0,,0,,0.0,0.001
E1047817,C103559,Display Ad,Paid,Health & Wellness,2024-12-23,0,,0,,0,,0.0,0.008
E1047818,C102650,Social Media Ad,Paid,Dining,2025-03-06,0,,0,,0,,0.0,0.012
E1047819,C104589,Push Notification,Owned,Electronics,2024-01-24,0,,0,,0,,0.0,0.001
E1047820,C103942,Social Media Ad,Paid,Electronics,2025-05-06,0,,0,,0,,0.0,0.012
E1047821,C103729,In-App Banner,Owned,Health & Wellness,2024-09-07,0,,0,,0,,0.0,0.0015
E1047822,C101141,Email,Owned,Travel,2024-09-14,0,,0,,0,,0.0,0.002
E1047823,C102220,Push Notification,Owned,Health & Wellness,2024-02-16,0,,0,,0,,0.0,0.001
E1047824,C103308,Email,Owned,Travel,2024-05-26,0,,0,,0,,0.0,0.002
E1047825,C102071,Email,Owned,Retail,2025-01-02,0,,0,,0,,0.0,0.002
E1047826,C101109,Display Ad,Paid,Retail,2024-03-24,0,,0,,0,,0.0,0.008
E1047827,C100570,Display Ad,Paid,Fuel,2024-07-07,0,,0,,0,,0.0,0.008
E1047828,C103138,Push Notification,Owned,Health & Wellness,2024-12-26,0,,0,,0,,0.0,0.001
E1047829,C103085,Display Ad,Paid,Health & Wellness,2024-10-08,0,,0,,0,,0.0,0.008
E1047830,C100456,Push Notification,Owned,Health & Wellness,2024-07-28,0,,0,,0,,0.0,0.001
E1047831,C103855,SMS,Paid,Electronics,2024-12-01,0,,0,,0,,0.0,0.05
E1047832,C103780,Push Notification,Owned,Retail,2025-03-15,0,,0,,0,,0.0,0.001
E1047833,C103770,Social Media Ad,Paid,Health & Wellness,2024-12-11,0,,0,,0,,0.0,0.012
E1047834,C102398,Display Ad,Paid,Fuel,2024-01-04,0,,0,,0,,0.0,0.008
E1047835,C103220,Email,Owned,Travel,2025-04-19,1,2025-04-19,1,2025-04-19,0,,0.0,0.002
E1047836,C104519,Display Ad,Paid,Dining,2024-03-29,0,,0,,0,,0.0,0.008
E1047837,C101033,Display Ad,Paid,Dining,2024-05-15,0,,0,,0,,0.0,0.008
E1047838,C104587,Display Ad,Paid,Entertainment,2024-04-16,0,,0,,0,,0.0,0.008
E1047839,C102315,Email,Owned,Retail,2024-03-22,0,,0,,0,,0.0,0.002
E1047840,C100211,Social Media Ad,Paid,Entertainment,2024-11-15,0,,0,,0,,0.0,0.012
E1047841,C104543,Push Notification,Owned,Entertainment,2024-01-08,0,,0,,0,,0.0,0.001
E1047842,C100383,Social Media Ad,Paid,Travel,2025-07-07,0,,0,,0,,0.0,0.012
E1047843,C104350,Display Ad,Paid,Travel,2024-10-25,0,,0,,0,,0.0,0.008
E1047844,C103494,Social Media Ad,Paid,Dining,2024-12-15,0,,0,,0,,0.0,0.012
E1047845,C104448,Push Notification,Owned,Grocery,2024-08-31,0,,0,,0,,0.0,0.001
E1047846,C100013,Social Media Ad,Paid,Grocery,2024-09-14,0,,0,,0,,0.0,0.012
E1047847,C103756,Display Ad,Paid,Entertainment,2025-03-10,0,,0,,0,,0.0,0.008
E1047848,C100880,In-App Banner,Owned,Dining,2025-04-28,0,,0,,0,,0.0,0.0015
E1047849,C102896,In-App Banner,Owned,Travel,2024-07-06,0,,0,,0,,0.0,0.0015
E1047850,C103440,Push Notification,Owned,Fuel,2025-03-02,1,2025-03-03,1,2025-03-03,0,,0.0,0.001
E1047851,C104942,Display Ad,Paid,Dining,2024-11-22,0,,0,,0,,0.0,0.008
E1047852,C102466,Display Ad,Paid,Fuel,2025-06-20,0,,0,,0,,0.0,0.008
E1047853,C104094,Social Media Ad,Paid,Fuel,2025-04-05,0,,0,,0,,0.0,0.012
E1047854,C103863,Email,Owned,Electronics,2024-02-16,0,,0,,0,,0.0,0.002
E1047855,C100981,Display Ad,Paid,Fuel,2024-12-27,0,,0,,0,,0.0,0.008
E1047856,C102137,In-App Banner,Owned,Fuel,2024-02-17,0,,0,,0,,0.0,0.0015
E1047857,C101744,SMS,Paid,Dining,2024-01-02,0,,0,,0,,0.0,0.05
E1047858,C103961,Display Ad,Paid,Retail,2024-02-17,0,,0,,0,,0.0,0.008
E1047859,C104545,Display Ad,Paid,Entertainment,2024-12-11,0,,0,,0,,0.0,0.008
E1047860,C101470,Email,Owned,Health & Wellness,2025-02-15,0,,0,,0,,0.0,0.002
E1047861,C101817,Display Ad,Paid,Retail,2025-04-28,0,,0,,0,,0.0,0.008
E1047862,C103294,Social Media Ad,Paid,Health & Wellness,2024-01-01,0,,0,,0,,0.0,0.012
E1047863,C103713,Social Media Ad,Paid,Electronics,2024-08-13,0,,0,,0,,0.0,0.012
E1047864,C104994,Display Ad,Paid,Health & Wellness,2024-06-19,0,,0,,0,,0.0,0.008
E1047865,C100672,Email,Owned,Grocery,2024-10-25,0,,0,,0,,0.0,0.002
E1047866,C104102,Display Ad,Paid,Fuel,2025-03-28,0,,0,,0,,0.0,0.008
E1047867,C100600,Display Ad,Paid,Dining,2024-09-20,0,,0,,0,,0.0,0.008
E1047868,C100336,Display Ad,Paid,Grocery,2024-09-03,0,,0,,0,,0.0,0.008
E1047869,C100352,Push Notification,Owned,Fuel,2024-04-22,0,,0,,0,,0.0,0.001
E1047870,C100358,Push Notification,Owned,Travel,2024-04-22,0,,0,,0,,0.0,0.001
E1047871,C104872,Email,Owned,Travel,2024-01-11,0,,0,,0,,0.0,0.002
E1047872,C100175,Display Ad,Paid,Travel,2024-09-05,0,,0,,0,,0.0,0.008
E1047873,C101186,Display Ad,Paid,Health & Wellness,2024-02-25,0,,0,,0,,0.0,0.008
E1047874,C103901,Email,Owned,Grocery,2025-06-07,0,,0,,0,,0.0,0.002
E1047875,C103909,Push Notification,Owned,Travel,2024-06-03,1,2024-06-04,1,2024-06-05,1,2024-06-07,92.17,0.001
E1047876,C101746,Display Ad,Paid,Electronics,2025-06-06,0,,0,,0,,0.0,0.008
E1047877,C104685,Display Ad,Paid,Electronics,2024-01-12,0,,0,,0,,0.0,0.008
E1047878,C101282,Push Notification,Owned,Grocery,2025-05-08,1,2025-05-08,1,2025-05-09,0,,0.0,0.001
E1047879,C103589,SMS,Paid,Entertainment,2024-07-10,0,,0,,0,,0.0,0.05
E1047880,C102868,Social Media Ad,Paid,Grocery,2024-09-24,0,,0,,0,,0.0,0.012
E1047881,C104227,Display Ad,Paid,Electronics,2024-01-11,0,,0,,0,,0.0,0.008
E1047882,C101545,Display Ad,Paid,Travel,2024-01-18,0,,0,,0,,0.0,0.008
E1047883,C104831,In-App Banner,Owned,Health & Wellness,2024-04-03,0,,0,,0,,0.0,0.0015
E1047884,C102096,Display Ad,Paid,Travel,2024-11-09,0,,0,,0,,0.0,0.008
E1047885,C102986,Display Ad,Paid,Entertainment,2024-11-01,0,,0,,0,,0.0,0.008
E1047886,C102041,Social Media Ad,Paid,Electronics,2025-03-19,0,,0,,0,,0.0,0.012
E1047887,C103754,Social Media Ad,Paid,Grocery,2024-11-27,0,,0,,0,,0.0,0.012
E1047888,C102805,Display Ad,Paid,Dining,2025-02-07,0,,0,,0,,0.0,0.008
E1047889,C104453,Display Ad,Paid,Health & Wellness,2024-09-03,0,,0,,0,,0.0,0.008
E1047890,C100810,Social Media Ad,Paid,Electronics,2024-10-16,0,,0,,0,,0.0,0.012
E1047891,C104914,In-App Banner,Owned,Dining,2024-05-13,0,,0,,0,,0.0,0.0015
E1047892,C103365,SMS,Paid,Health & Wellness,2025-06-16,0,,0,,0,,0.0,0.05
E1047893,C102710,Email,Owned,Fuel,2024-09-28,0,,0,,0,,0.0,0.002
E1047894,C101457,Display Ad,Paid,Travel,2025-04-06,0,,0,,0,,0.0,0.008
E1047895,C103245,Push Notification,Owned,Grocery,2025-04-06,0,,0,,0,,0.0,0.001
E1047896,C101832,Social Media Ad,Paid,Entertainment,2024-01-06,0,,0,,0,,0.0,0.012
E1047897,C103273,Display Ad,Paid,Travel,2025-06-27,0,,0,,0,,0.0,0.008
E1047898,C103662,Social Media Ad,Paid,Electronics,2025-02-25,0,,0,,0,,0.0,0.012
E1047899,C104977,SMS,Paid,Grocery,2024-07-29,0,,0,,0,,0.0,0.05
E1047900,C101459,Social Media Ad,Paid,Dining,2025-02-15,0,,0,,0,,0.0,0.012
E1047901,C104431,Email,Owned,Fuel,2024-05-05,0,,0,,0,,0.0,0.002
E1047902,C103558,Display Ad,Paid,Entertainment,2024-01-18,1,2024-01-19,0,,0,,0.0,0.008
E1047903,C101949,Social Media Ad,Paid,Electronics,2024-11-01,0,,0,,0,,0.0,0.012
E1047904,C103180,Email,Owned,Dining,2024-06-10,0,,0,,0,,0.0,0.002
E1047905,C103961,SMS,Paid,Electronics,2025-07-09,0,,0,,0,,0.0,0.05
E1047906,C102603,Social Media Ad,Paid,Travel,2024-05-10,0,,0,,0,,0.0,0.012
E1047907,C103831,Social Media Ad,Paid,Travel,2025-05-18,0,,0,,0,,0.0,0.012
E1047908,C102283,Social Media Ad,Paid,Dining,2024-05-08,0,,0,,0,,0.0,0.012
E1047909,C101225,Social Media Ad,Paid,Travel,2025-03-18,0,,0,,0,,0.0,0.012
E1047910,C101895,Display Ad,Paid,Grocery,2025-03-17,0,,0,,0,,0.0,0.008
E1047911,C103629,Display Ad,Paid,Dining,2025-06-25,0,,0,,0,,0.0,0.008
E1047912,C101594,Social Media Ad,Paid,Retail,2025-01-09,0,,0,,0,,0.0,0.012
E1047913,C101197,Display Ad,Paid,Entertainment,2024-07-28,0,,0,,0,,0.0,0.008
E1047914,C104639,Social Media Ad,Paid,Fuel,2024-02-02,0,,0,,0,,0.0,0.012
E1047915,C101308,Email,Owned,Grocery,2024-07-29,1,2024-07-30,1,2024-07-31,0,,0.0,0.002
E1047916,C103704,In-App Banner,Owned,Grocery,2024-07-23,0,,0,,0,,0.0,0.0015
E1047917,C102601,Email,Owned,Entertainment,2024-04-18,1,2024-04-18,0,,0,,0.0,0.002
E1047918,C104060,Social Media Ad,Paid,Retail,2024-07-25,0,,0,,0,,0.0,0.012
E1047919,C100766,Social Media Ad,Paid,Electronics,2025-04-19,0,,0,,0,,0.0,0.012
E1047920,C101525,Push Notification,Owned,Dining,2024-11-03,0,,0,,0,,0.0,0.001
E1047921,C104785,Social Media Ad,Paid,Fuel,2024-11-11,0,,0,,0,,0.0,0.012
E1047922,C104693,In-App Banner,Owned,Health & Wellness,2025-04-19,0,,0,,0,,0.0,0.0015
E1047923,C104603,Email,Owned,Dining,2024-04-15,0,,0,,0,,0.0,0.002
E1047924,C104333,Email,Owned,Entertainment,2024-12-25,0,,0,,0,,0.0,0.002
E1047925,C103716,Social Media Ad,Paid,Grocery,2025-01-10,0,,0,,0,,0.0,0.012
E1047926,C100934,Display Ad,Paid,Fuel,2024-09-04,0,,0,,0,,0.0,0.008
E1047927,C100720,Email,Owned,Grocery,2024-11-11,0,,0,,0,,0.0,0.002
E1047928,C101889,Display Ad,Paid,Retail,2024-11-24,0,,0,,0,,0.0,0.008
E1047929,C102136,Social Media Ad,Paid,Retail,2024-02-26,0,,0,,0,,0.0,0.012
E1047930,C104330,In-App Banner,Owned,Electronics,2024-11-04,0,,0,,0,,0.0,0.0015
E1047931,C100038,Social Media Ad,Paid,Travel,2024-12-28,0,,0,,0,,0.0,0.012
E1047932,C102091,Display Ad,Paid,Grocery,2024-06-21,0,,0,,0,,0.0,0.008
E1047933,C104455,Social Media Ad,Paid,Dining,2025-06-25,0,,0,,0,,0.0,0.012
E1047934,C101087,Display Ad,Paid,Health & Wellness,2024-08-27,0,,0,,0,,0.0,0.008
E1047935,C104059,Display Ad,Paid,Entertainment,2024-04-07,0,,0,,0,,0.0,0.008
E1047936,C101621,Push Notification,Owned,Dining,2025-03-08,1,2025-03-09,1,2025-03-09,0,,0.0,0.001
E1047937,C100908,Display Ad,Paid,Grocery,2024-04-27,0,,0,,0,,0.0,0.008
E1047938,C103971,Push Notification,Owned,Electronics,2024-07-19,0,,0,,0,,0.0,0.001
E1047939,C102331,Email,Owned,Electronics,2025-05-06,0,,0,,0,,0.0,0.002
E1047940,C101618,Display Ad,Paid,Entertainment,2025-03-14,0,,0,,0,,0.0,0.008
E1047941,C101789,Email,Owned,Entertainment,2025-01-28,0,,0,,0,,0.0,0.002
E1047942,C100794,Push Notification,Owned,Entertainment,2025-01-28,0,,0,,0,,0.0,0.001
E1047943,C103639,SMS,Paid,Fuel,2025-01-15,0,,0,,0,,0.0,0.05
E1047944,C100842,Display Ad,Paid,Health & Wellness,2025-02-03,0,,0,,0,,0.0,0.008
E1047945,C103703,SMS,Paid,Electronics,2024-05-25,0,,0,,0,,0.0,0.05
E1047946,C103528,Push Notification,Owned,Grocery,2024-06-15,0,,0,,0,,0.0,0.001
E1047947,C103358,Email,Owned,Retail,2024-11-17,0,,0,,0,,0.0,0.002
E1047948,C100832,Display Ad,Paid,Retail,2024-11-22,0,,0,,0,,0.0,0.008
E1047949,C100070,In-App Banner,Owned,Fuel,2025-01-16,0,,0,,0,,0.0,0.0015
E1047950,C101086,Display Ad,Paid,Health & Wellness,2024-12-11,0,,0,,0,,0.0,0.008
E1047951,C100588,Push Notification,Owned,Dining,2025-06-26,0,,0,,0,,0.0,0.001
E1047952,C102842,Push Notification,Owned,Entertainment,2025-02-22,1,2025-02-23,0,,0,,0.0,0.001
E1047953,C104625,Push Notification,Owned,Travel,2024-07-21,0,,0,,0,,0.0,0.001
E1047954,C102959,In-App Banner,Owned,Entertainment,2024-10-03,1,2024-10-04,1,2024-10-05,1,2024-10-11,167.65,0.0015
E1047955,C101923,Display Ad,Paid,Grocery,2025-02-01,0,,0,,0,,0.0,0.008
E1047956,C103037,Display Ad,Paid,Fuel,2025-05-29,0,,0,,0,,0.0,0.008
E1047957,C101701,Email,Owned,Grocery,2024-04-20,0,,0,,0,,0.0,0.002
E1047958,C102984,Push Notification,Owned,Retail,2024-11-09,1,2024-11-09,1,2024-11-10,0,,0.0,0.001
E1047959,C101209,Social Media Ad,Paid,Entertainment,2024-12-14,0,,0,,0,,0.0,0.012
E1047960,C103611,Push Notification,Owned,Travel,2024-07-26,0,,0,,0,,0.0,0.001
E1047961,C104928,Social Media Ad,Paid,Fuel,2025-02-10,0,,0,,0,,0.0,0.012
E1047962,C100648,Display Ad,Paid,Electronics,2025-01-30,0,,0,,0,,0.0,0.008
E1047963,C100112,Social Media Ad,Paid,Electronics,2025-06-13,0,,0,,0,,0.0,0.012
E1047964,C100756,Email,Owned,Retail,2025-05-26,1,2025-05-27,1,2025-05-28,0,,0.0,0.002
E1047965,C101984,Email,Owned,Entertainment,2024-02-01,1,2024-02-02,0,,0,,0.0,0.002
E1047966,C103689,Email,Owned,Health & Wellness,2024-11-04,0,,0,,0,,0.0,0.002
E1047967,C101032,Display Ad,Paid,Dining,2024-07-14,0,,0,,0,,0.0,0.008
E1047968,C103797,Display Ad,Paid,Fuel,2024-09-21,0,,0,,0,,0.0,0.008
E1047969,C101992,Social Media Ad,Paid,Retail,2024-03-26,0,,0,,0,,0.0,0.012
E1047970,C101141,Social Media Ad,Paid,Health & Wellness,2024-10-26,0,,0,,0,,0.0,0.012
E1047971,C102253,Push Notification,Owned,Retail,2024-01-23,0,,0,,0,,0.0,0.001
E1047972,C101739,In-App Banner,Owned,Electronics,2025-05-14,0,,0,,0,,0.0,0.0015
E1047973,C101231,Social Media Ad,Paid,Health & Wellness,2024-08-03,0,,0,,0,,0.0,0.012
E1047974,C100584,Push Notification,Owned,Dining,2025-02-03,0,,0,,0,,0.0,0.001
E1047975,C103890,Push Notification,Owned,Retail,2024-09-05,0,,0,,0,,0.0,0.001
E1047976,C103871,Push Notification,Owned,Grocery,2025-01-27,0,,0,,0,,0.0,0.001
E1047977,C101396,Push Notification,Owned,Entertainment,2024-08-28,0,,0,,0,,0.0,0.001
E1047978,C103513,Display Ad,Paid,Dining,2025-02-21,0,,0,,0,,0.0,0.008
E1047979,C102451,Display Ad,Paid,Dining,2024-09-23,0,,0,,0,,0.0,0.008
E1047980,C100851,Display Ad,Paid,Health & Wellness,2024-12-22,0,,0,,0,,0.0,0.008
E1047981,C104603,Display Ad,Paid,Dining,2024-08-07,0,,0,,0,,0.0,0.008
E1047982,C103700,Display Ad,Paid,Electronics,2024-07-27,0,,0,,0,,0.0,0.008
E1047983,C102290,SMS,Paid,Electronics,2025-04-06,0,,0,,0,,0.0,0.05
E1047984,C103443,SMS,Paid,Fuel,2024-07-14,0,,0,,0,,0.0,0.05
E1047985,C102767,Email,Owned,Entertainment,2025-01-18,0,,0,,0,,0.0,0.002
E1047986,C100658,In-App Banner,Owned,Retail,2024-03-30,0,,0,,0,,0.0,0.0015
E1047987,C101867,Display Ad,Paid,Entertainment,2024-09-27,0,,0,,0,,0.0,0.008
E1047988,C102344,Social Media Ad,Paid,Electronics,2025-02-19,0,,0,,0,,0.0,0.012
E1047989,C104475,Push Notification,Owned,Entertainment,2025-05-12,0,,0,,0,,0.0,0.001
E1047990,C104569,Display Ad,Paid,Travel,2024-01-22,0,,0,,0,,0.0,0.008
E1047991,C103873,In-App Banner,Owned,Electronics,2024-09-01,0,,0,,0,,0.0,0.0015
E1047992,C100020,Email,Owned,Dining,2024-08-26,0,,0,,0,,0.0,0.002
E1047993,C103176,Display Ad,Paid,Dining,2024-01-16,0,,0,,0,,0.0,0.008
E1047994,C101123,Push Notification,Owned,Retail,2024-09-24,0,,0,,0,,0.0,0.001
E1047995,C103820,Email,Owned,Dining,2025-07-04,1,2025-07-05,1,2025-07-06,0,,0.0,0.002
E1047996,C100082,Push Notification,Owned,Retail,2025-07-03,0,,0,,0,,0.0,0.001
E1047997,C100532,SMS,Paid,Dining,2024-09-06,0,,0,,0,,0.0,0.05
E1047998,C100470,Social Media Ad,Paid,Electronics,2025-03-13,0,,0,,0,,0.0,0.012
E1047999,C102734,Push Notification,Owned,Fuel,2025-07-06,0,,0,,0,,0.0,0.001
E1048000,C101691,Social Media Ad,Paid,Electronics,2025-06-01,0,,0,,0,,0.0,0.012
E1048001,C103007,Social Media Ad,Paid,Dining,2024-06-23,0,,0,,0,,0.0,0.012
E1048002,C103595,Display Ad,Paid,Travel,2025-03-28,0,,0,,0,,0.0,0.008
E1048003,C103969,SMS,Paid,Entertainment,2024-12-16,0,,0,,0,,0.0,0.05
E1048004,C102845,In-App Banner,Owned,Dining,2024-12-02,1,2024-12-03,1,2024-12-04,1,2024-12-07,37.06,0.0015
E1048005,C101766,Social Media Ad,Paid,Grocery,2025-04-30,0,,0,,0,,0.0,0.012
E1048006,C102214,Email,Owned,Health & Wellness,2024-01-21,0,,0,,0,,0.0,0.002
E1048007,C103961,In-App Banner,Owned,Health & Wellness,2024-01-29,1,2024-01-30,1,2024-01-30,0,,0.0,0.0015
E1048008,C102429,Social Media Ad,Paid,Travel,2025-02-23,0,,0,,0,,0.0,0.012
E1048009,C100791,Push Notification,Owned,Dining,2024-11-24,0,,0,,0,,0.0,0.001
E1048010,C104747,In-App Banner,Owned,Electronics,2024-02-26,0,,0,,0,,0.0,0.0015
E1048011,C101361,Display Ad,Paid,Retail,2024-03-27,0,,0,,0,,0.0,0.008
E1048012,C102693,Social Media Ad,Paid,Dining,2024-12-10,0,,0,,0,,0.0,0.012
E1048013,C104152,Social Media Ad,Paid,Travel,2025-01-07,0,,0,,0,,0.0,0.012
E1048014,C103214,Display Ad,Paid,Fuel,2024-04-04,0,,0,,0,,0.0,0.008
E1048015,C104404,In-App Banner,Owned,Travel,2024-09-16,1,2024-09-17,1,2024-09-17,0,,0.0,0.0015
E1048016,C100920,Push Notification,Owned,Health & Wellness,2024-04-19,0,,0,,0,,0.0,0.001
E1048017,C100223,Display Ad,Paid,Electronics,2024-07-31,0,,0,,0,,0.0,0.008
E1048018,C102699,Social Media Ad,Paid,Grocery,2025-02-05,0,,0,,0,,0.0,0.012
E1048019,C101135,Display Ad,Paid,Health & Wellness,2024-10-17,0,,0,,0,,0.0,0.008
E1048020,C103608,Social Media Ad,Paid,Grocery,2024-03-03,0,,0,,0,,0.0,0.012
E1048021,C100809,Display Ad,Paid,Fuel,2024-06-12,0,,0,,0,,0.0,0.008
E1048022,C102294,Email,Owned,Retail,2025-01-15,0,,0,,0,,0.0,0.002
E1048023,C100523,Display Ad,Paid,Electronics,2025-02-18,0,,0,,0,,0.0,0.008
E1048024,C100419,Email,Owned,Electronics,2024-10-13,0,,0,,0,,0.0,0.002
E1048025,C100131,Display Ad,Paid,Electronics,2024-01-18,0,,0,,0,,0.0,0.008
E1048026,C104578,Email,Owned,Health & Wellness,2024-07-20,0,,0,,0,,0.0,0.002
E1048027,C100055,Social Media Ad,Paid,Fuel,2025-06-27,0,,0,,0,,0.0,0.012
E1048028,C104465,Display Ad,Paid,Grocery,2025-03-28,0,,0,,0,,0.0,0.008
E1048029,C103335,Display Ad,Paid,Dining,2024-04-16,0,,0,,0,,0.0,0.008
E1048030,C104796,Display Ad,Paid,Grocery,2024-10-23,0,,0,,0,,0.0,0.008
E1048031,C104615,Display Ad,Paid,Fuel,2024-09-09,0,,0,,0,,0.0,0.008
E1048032,C104742,Display Ad,Paid,Fuel,2024-10-11,0,,0,,0,,0.0,0.008
E1048033,C103943,In-App Banner,Owned,Entertainment,2024-05-18,1,2024-05-19,1,2024-05-20,1,2024-05-20,83.12,0.0015
E1048034,C100943,Email,Owned,Fuel,2025-01-22,0,,0,,0,,0.0,0.002
E1048035,C104130,Social Media Ad,Paid,Entertainment,2024-12-30,0,,0,,0,,0.0,0.012
E1048036,C104362,Display Ad,Paid,Entertainment,2025-01-18,0,,0,,0,,0.0,0.008
E1048037,C102646,Social Media Ad,Paid,Electronics,2025-04-24,0,,0,,0,,0.0,0.012
E1048038,C104705,Social Media Ad,Paid,Retail,2025-07-12,0,,0,,0,,0.0,0.012
E1048039,C104562,Email,Owned,Health & Wellness,2025-03-12,0,,0,,0,,0.0,0.002
E1048040,C102565,Email,Owned,Entertainment,2024-06-27,0,,0,,0,,0.0,0.002
E1048041,C104328,In-App Banner,Owned,Dining,2024-03-11,0,,0,,0,,0.0,0.0015
E1048042,C102376,Display Ad,Paid,Health & Wellness,2024-12-23,0,,0,,0,,0.0,0.008
E1048043,C103612,Email,Owned,Entertainment,2024-02-27,0,,0,,0,,0.0,0.002
E1048044,C101215,Social Media Ad,Paid,Entertainment,2024-07-04,0,,0,,0,,0.0,0.012
E1048045,C102793,Display Ad,Paid,Dining,2024-06-02,0,,0,,0,,0.0,0.008
E1048046,C104673,Display Ad,Paid,Fuel,2024-05-01,0,,0,,0,,0.0,0.008
